Year,Month,Day,CountryNo,Country,Region,City,success,AttackType,NoOfKills,PropertyValue,TargetType,latitude,GroupName,longitude,TargetSubType,Target,WeaponType,WeaponDetail
1970,7,3,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Private Citizens & Property,40.697132,White extremists,-73.931351,House/Apartment/Residence,Apartment of Justice Jawn A. Sandifer,Explosives,"One by twelve inch pipe bomb, a bottle of gasoline and a timing device in a cardboard box"
1970,7,3,217,United States,North America,Seattle,1,Bombing/Explosion,0,3000,Business,47.610786,Seattle Liberation Front,-122.331306,Bank/Commerce,"University Federal Savings and Loan Building, Seattle Washington",Explosives,Dynamite bomb
1970,7,4,217,United States,North America,New York City,1,Bombing/Explosion,0,1000,Business,40.697132,Unknown,-73.931351,Retail/Grocery/Bakery,BOAC Airline Office,Explosives,Explosive
1970,7,4,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Transportation/Vehicle (excluding convoys),"Army truck stationed at Fort Hamilton, New York",Incendiary,Molotov cocktail
1970,7,4,217,United States,North America,Longview,1,Bombing/Explosion,0,100000,Educational Institution,32.50064,White extremists,-94.741075,Other Personnel,School buses of the Longview Texas School District,Explosives,Twenty seven nitroglycerine charges attached to a common detonator
1970,7,4,217,United States,North America,Akron,1,Bombing/Explosion,0,10000,Private Citizens & Property,41.084195,Unknown,-81.514059,House/Apartment/Residence,Home of Ben Maidenburg,Explosives,Pipe filled with explosives thrown into garage
1970,7,4,217,United States,North America,Long Beach,1,Bombing/Explosion,0,0,Private Citizens & Property,40.5894,Unknown,-73.666354,Political Party Member/Rally,"Long Beach Democratic Committee headquarters, New York",Explosives,Bombed
1970,7,4,217,United States,North America,San Francisco,1,Assassination,0,0,Private Citizens & Property,37.755363,Strikers,-122.443352,Named Civilian,Allan Daly,Firearms,.45 caliber pistol
1970,7,5,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Police,40.697132,Black Nationalists,-73.931351,Police Patrol (including vehicles and convoys),Police Cars parked at a police station in Queens,Explosives,Eleven bottles of wine filled with an unspecified liquid and firecrackers attached to cigarette tied fuses
1970,7,7,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Private Citizens & Property,40.697132,"Weather Underground, Weathermen",-73.931351,"Procession/Gathering (funeral, wedding, birthday, religious)",Atlas Missile replica at worlds fair,Explosives,Explosive
1970,7,7,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Government (Diplomatic),40.697132,Unknown,-73.931351,Embassy/Consulate,South African consulate,Explosives,Explosive
1970,7,7,217,United States,North America,New York City,1,Bombing/Explosion,0,1000,Business,40.697132,Unknown,-73.931351,Entertainment/Cultural/Stadium/Casino,Portuguese Travel/Info center,Explosives,Explosive
1970,7,7,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Government (Diplomatic),40.697132,Unknown,-73.931351,Embassy/Consulate,Haiti Consulate,Explosives,Explosive
1970,7,8,217,United States,North America,Oneonta,1,Bombing/Explosion,0,0,Business,33.948315,Unknown,-86.472939,Industrial/Textiles/Factory,"Atlas Powder Company dynamite warehouse, Oneonta Alabama",Explosives,Explosive device connected to a wire strung to the warehouse from a car battery about five hundred feet away
1970,7,8,217,United States,North America,Petaluma,1,Facility/Infrastructure Attack,0,0,Journalists & Media,38.232471,Strikers,-122.644448,Newspaper Journalist/Staff/Facility,Home housing printers for the San Rafael Independent Journal,Incendiary,Molotov cocktail through window
1970,7,9,362,West Germany (FRG),Western Europe,Munich,1,Facility/Infrastructure Attack,0,0,Government (General),48.139126,Unknown,11.580186,Judge/Attorney/Court,State Supreme Court,Incendiary,Incendiary
1970,7,9,217,United States,North America,Des Plaines,1,Facility/Infrastructure Attack,0,0,Government (General),42.039274,Left-Wing Militants,-87.859977,Government Building/Facility/Office,"Selective Service office, Des Plaines Illinois",Incendiary,Three holes drilled in ceiling of the office.  Flammable liquid poured through the holes followed by paper towels lit on fire.
1970,7,10,45,Colombia,South America,Manizales,1,Hostage Taking (Kidnapping),0,0,Government (General),5.059097,Unknown,-75.50596,"Government Personnel (excluding police, military)","Fernand Londono, former cabinet minister",Unknown,
1970,7,11,83,Guatemala,Central America & Caribbean,Unknown,1,Hostage Taking (Kidnapping),0,0,Business,,Rebel Armed Forces of Guatemala (FAR),,,businessman,Unknown,
1970,7,11,217,United States,North America,New Bedford,1,Armed Assault,1,0,Private Citizens & Property,41.637675,White extremists,-70.930869,Race/Ethnicity Identified,African Americans in New Bedford Massachusetts,Firearms,Shotgun blasts were fired in rapid succession.
1970,7,12,217,United States,North America,Palo Alto,0,Bombing/Explosion,0,0,Business,37.424305,Unknown,-122.143913,Bank/Commerce,Bank of America Branch,Explosives,Explosive
1970,7,14,217,United States,North America,Chicago,1,Facility/Infrastructure Attack,0,0,NGO,41.842602,Black Nationalists,-87.681229,Domestic NGO,The Tri-Cities Human Rights Council,Incendiary,Two Molotov cocktails and bricks were thrown at the office.
1970,7,14,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Recruiting Station/Academy,"Marine Recruiting Booth, New York City",Incendiary,Firebomb
1970,7,16,217,United States,North America,Chicago,1,Facility/Infrastructure Attack,0,0,NGO,41.842602,White extremists,-87.681229,Domestic NGO,Southeast Community Organization,Incendiary,Firebomb
1970,7,16,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Recruiting Station/Academy,"Marine Recruiting Office, Brooklyn New York",Incendiary,Firebomb
1970,7,16,217,United States,North America,St. Paul,1,Facility/Infrastructure Attack,0,0,Government (General),44.943829,Left-Wing Militants,-93.093326,Government Building/Facility/Office,"Dakota County Selective Service Office, St. Paul Minnesota",Incendiary,Firebomb
1970,7,17,217,United States,North America,Chicago,1,Armed Assault,2,0,Police,41.842602,Black Nationalists,-87.681229,Police Patrol (including vehicles and convoys),Chicago Police Officers patrolling the Mother Cabrini Homes project,Firearms,Two 30-30 rifles
1970,7,18,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Left-Wing Militants,-73.931351,Bank/Commerce,"Broadway Savings Bank, Park Place branch",Explosives,Times pipe bomb with batteries and a clock
1970,7,20,217,United States,North America,New York City,1,Facility/Infrastructure Attack,0,0,NGO,40.697132,Black Nationalists,-73.931351,Domestic NGO,Crown Heights Jewish Community Council,Incendiary,Firebombs were thrown at the building
1970,7,21,26,Bolivia,South America,Unknown,1,Hostage Taking (Kidnapping),0,0,Business,,Ejercito de Liberacion Nacional (Bolivia),,Mining,"Technicians for U.S. goldmining firm, south americans placers inc.",Unknown,
1970,7,21,217,United States,North America,San Diego,1,Bombing/Explosion,0,1500,Business,32.715695,Unknown,-117.161719,Bank/Commerce,Bank of America Branch,Explosives,Explosive
1970,7,21,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Police,40.697132,Left-Wing Militants,-73.931351,Police Patrol (including vehicles and convoys),Station Wagons being converted into police vehicles at the Airport Motors storage lot,Explosives,
1970,7,21,217,United States,North America,Milwaukee,1,Bombing/Explosion,0,0,Business,43.064388,Left-Wing Militants,-87.966202,Bank/Commerce,"South Side Reserve Headquarters, Milwaukee Wisconsin",Explosives,Bomb
1970,7,22,78,Greece,Western Europe,Athens,1,Hijacking,0,0,Airports & Aircraft,37.99749,Arabs,23.762728,Aircraft (not at an airport),passenger jet,Firearms,Automatic firearms; Grenades
1970,7,22,217,United States,North America,Milwaukee,1,Bombing/Explosion,0,0,Utilities,43.064388,Left-Wing Militants,-87.966202,Oil,Fuel line at the Wisconsin Petroleum Terminal Corporation in Jones Island,Explosives,One foot pipe bomb
1970,7,22,217,United States,North America,Camden,1,Facility/Infrastructure Attack,0,0,Military,39.933449,Left-Wing Militants,-75.10674300000002,Military Recruiting Station/Academy,"Army Recruiting Trailer, Camden New Jersey",Incendiary,Firebomb
1970,7,23,145,Nicaragua,Central America & Caribbean,Managua,1,Hostage Taking (Kidnapping),0,0,Business,12.103822,Sandinista National Liberation Front (FSLN),-86.267014,,"Maria Estraoa Zamora, 12 year old daughter",Unknown,
1970,7,23,217,United States,North America,Los Angeles,1,Bombing/Explosion,0,0,Government (General),34.097866,Left-Wing Militants,-118.407379,Government Building/Facility/Office,"California Highway Patrol office, Oakland California",Explosives,Thrown bomb that consisted of black power and filled with nuts and bolts.
1970,7,24,30,Brazil,South America,Recife,0,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-8.048021,Unknown,-34.876338,"Diplomatic Personnel (outside of embassy, consulate)","Donner Lyon, U.S. Consul, Recife",Unknown,
1970,7,24,217,United States,North America,New York City,0,Facility/Infrastructure Attack,0,0,NGO,40.697132,Jewish Defense League (JDL),-73.931351,Domestic NGO,Black Community Center in Crown Heights New York,Incendiary,Firebomb
1970,7,26,217,United States,North America,St. Louis,1,Assassination,1,0,Business,38.62774,Unknown,-90.199514,Retail/Grocery/Bakery,"President, Phillip Lucier",Explosives,Car bomb
1970,7,26,217,United States,North America,Sparta,1,Bombing/Explosion,0,20000,Military,43.939135,American Servicemen's Union (ASU),-90.820369,Military Barracks/Base/Headquarters/Checkpost,Camp McCoy,Explosives,Explosive
1970,7,27,217,United States,North America,New York City,1,Bombing/Explosion,0,2500,Business,40.697132,"Weather Underground, Weathermen",-73.931351,Bank/Commerce,"Bank of America, wall st. office",Explosives,Explosive
1970,7,26,217,United States,North America,Sparta,1,Bombing/Explosion,0,0,Utilities,43.939135,American Servicemen's Union (ASU),-90.820369,Electricity,electric power substation,Explosives,Explosive
1970,7,26,217,United States,North America,Sparta,1,Bombing/Explosion,0,0,Telecommunication,43.939135,American Servicemen's Union (ASU),-90.820369,Telephone/Telegraph,telephone exchange,Explosives,Explosive
1970,7,27,217,United States,North America,San Francisco,1,Bombing/Explosion,0,0,Military,37.755363,Left-Wing Militants,-122.443352,Military Barracks/Base/Headquarters/Checkpost,"Armed Forces Police Headquarters, San Francisco",Explosives,Bomb with timing device
1970,7,27,217,United States,North America,San Francisco,1,Bombing/Explosion,0,0,Military,37.755363,Left-Wing Militants,-122.443352,Military Barracks/Base/Headquarters/Checkpost,"Army Presidio, San Francisco",Explosives,Two-inch pipe bomb
1970,7,28,218,Uruguay,South America,Montevideo,1,Hostage Taking (Kidnapping),0,0,Government (General),-34.891151,Tupamaros (Uruguay),-56.187214,Judge/Attorney/Court,"Dr. Daniel Pereira Manelli, judge",Unknown,
1970,7,28,217,United States,North America,Houston,1,Bombing/Explosion,0,0,Business,29.813822,Unknown,-95.365295,Medical/Pharmaceutical,Associated Testing Labs Inc.,Explosives,Explosive
1970,7,28,185,Spain,Western Europe,Pamplona,1,Bombing/Explosion,0,0,Journalists & Media,42.815372,GAC,-1.653616,Newspaper Journalist/Staff/Facility,Publication EL Pansamiento Navarro,Explosives,Explosive
1970,7,30,217,United States,North America,Alameda,1,Bombing/Explosion,0,0,Government (General),37.77442199999999,"Weather Underground, Weathermen",-122.275475,Judge/Attorney/Court,Alameda County Courthouse,Explosives,Explosive
1970,7,30,217,United States,North America,Chicago,0,Bombing/Explosion,0,0,Utilities,41.842602,Black Panthers,-87.681229,Electricity,"Power Lines, Illinois central railroad",Explosives,Explosive
1970,7,31,218,Uruguay,South America,Montevideo,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-34.891151,Tupamaros (Uruguay),-56.187214,"Diplomatic Personnel (outside of embassy, consulate)","Michael Gurden Jones,second secretary, *",Unknown,
1970,7,31,218,Uruguay,South America,Montevideo,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),-34.891151,Tupamaros (Uruguay),-56.187214,"Diplomatic Personnel (outside of embassy, consulate)","Aloysio Mores Dias Gomires, Brazilian Consul, Montevideo",Unknown,
1970,7,31,218,Uruguay,South America,Montevideo,1,Hostage Taking (Kidnapping),1,0,Government (General),-34.891151,Tupamaros (Uruguay),-56.187214,"Government Personnel (excluding police, military)","Dan Mitrione, U.S. public safety advisor",Unknown,
1970,7,31,11,Argentina,South America,Garin,1,Armed Assault,0,23500,Private Citizens & Property,-34.422436,Revolutionary Armed Forces- Argentina (FAR-A),-58.73775500000001,Village/City/Town/Suburb,City,Firearms,Automatic firearms
1970,7,31,217,United States,North America,Charlotte,1,Armed Assault,0,0,Private Citizens & Property,35.2225,White extremists,-80.837539,Race/Ethnicity Identified,Home of Mr. & Mrs. Franklin Williams,Firearms,
1970,8,0,142,Netherlands,Western Europe,Amsterdam,1,Armed Assault,0,0,Government (Diplomatic),52.370216,South Moluccans,4.895168,Embassy/Consulate,Indonesian Embassy,Firearms,Automatic firearm
1970,8,1,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,"Weather Underground, Weathermen",-73.931351,Bank/Commerce,Bank of Brazil,Explosives,Explosive
1970,8,1,21,Belgium,Western Europe,Brussels,0,Bombing/Explosion,0,0,Government (Diplomatic),50.836426,Croatian Nationalists,4.367415,Embassy/Consulate,Yugoslav Embassy,Explosives,Explosive
1970,8,2,217,United States,North America,Berkeley,1,Bombing/Explosion,0,0,Police,37.874043,Black Nationalists,-122.280022,Police Patrol (including vehicles and convoys),Berkeley Police Car,Explosives,Bomb taped to car
1970,8,5,217,United States,North America,Milwaukee,1,Bombing/Explosion,0,0,Business,43.064388,Left-Wing Militants,-87.966202,Multinational Corporation,"Wisconsin Motors Division of Continental Motors Corporation, Milwaukee Wisconsin",Explosives,Seven inch pipe bomb consisting of gunpowder and a wick fuse
1970,8,6,11,Argentina,South America,San Miguel de Tucuman,1,Assassination,1,0,Police,-26.808285,Unknown,-65.21759,Police Security Forces/Officers,"Inspector of Police, Major Hugo Tamagnini",Firearms,Automatic firearm
1970,8,6,217,United States,North America,Placentia,1,Bombing/Explosion,0,0,Business,33.871124,Unknown,-117.861401,Bank/Commerce,Bank of America Branch,Explosives,Explosive
1970,8,6,217,United States,North America,San Jose,1,Armed Assault,1,0,Police,37.338475,Black Nationalists,-121.885794,Police Security Forces/Officers,San Jose police officer,Firearms,Six shots fired
1970,8,7,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Government (General),52.50153,SFT,13.401851,Judge/Attorney/Court,German Court,Explosives,
1970,8,7,217,United States,North America,Dundalk,1,Facility/Infrastructure Attack,0,600,Government (General),39.26931,Left-Wing Militants,-76.503519,Government Building/Facility/Office,"Dundalk Selective Service Office, Local Board 37",Incendiary,Molotov cocktail
1970,8,7,217,United States,North America,San Rafael,1,Hostage Taking (Kidnapping),4,1000,Government (General),37.97457,Jonathan Jackson Brigade,-122.532474,Judge/Attorney/Court,County Courthouse,Firearms,Shotgun; Pistols
1970,8,9,11,Argentina,South America,Santa Fe,1,Armed Assault,0,2500,Business,-31.632368,Peronist Armed Forces (FAP),-60.69935899999999,Medical/Pharmaceutical,Italian Hospital,Firearms,Automatic firearms
1970,8,10,217,United States,North America,Portland,1,Facility/Infrastructure Attack,0,1000,Government (General),45.511795,White Panther Party,-122.675629,Government Building/Facility/Office,"Selective Service Headquarters, Portland Oregon",Incendiary,Three Molotov cocktails consisting of wine bottles and gasoline
1970,8,11,603,United Kingdom,Western Europe,Crossmaglen,1,Bombing/Explosion,2,0,Police,54.077313,Irish Republican Army (IRA),-6.608787,Police Security Forces/Officers,"Samuel Donaldson, 23 and Robert Millar, 26, Protestants",Explosives,Booby-trap bomb
1970,8,12,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Police,52.50153,Unknown,13.401851,Police Patrol (including vehicles and convoys),private vehicles,Explosives,
1970,8,14,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Police,52.50153,Unknown,13.401851,Police Patrol (including vehicles and convoys),Police Vehicle,Explosives,
1970,8,15,217,United States,North America,West Point,1,Assassination,1,0,Private Citizens & Property,33.60651,White extremists,-88.650419,Named Civilian,John Thomas,Firearms,
1970,8,17,217,United States,North America,Omaha,1,Bombing/Explosion,1,2000,Private Citizens & Property,41.260675,Black Panthers,-95.940469,House/Apartment/Residence,House,Explosives,Explosive
1970,8,17,217,United States,North America,Minneapolis,1,Bombing/Explosion,0,500000,Military,44.964985,Left-Wing Militants,-93.260193,Military Barracks/Base/Headquarters/Checkpost,"Armed Forces Examination Center, Minneapolis Minnesota",Explosives,Twenty sticks of dynamite
1970,8,18,217,United States,North America,New York City,0,Facility/Infrastructure Attack,0,0,NGO,40.697132,Jewish Defense League (JDL),-73.931351,Domestic NGO,Black Community Center in Crown Heights New York,Incendiary,Firebomb
1970,8,19,218,Uruguay,South America,Montevideo,1,Hostage Taking (Kidnapping),0,0,Government (General),-34.891151,Tupamaros (Uruguay),-56.187214,"Government Personnel (excluding police, military)","Stephen Spann, public safety officer",Unknown,
1970,8,20,217,United States,North America,Washington,1,Bombing/Explosion,0,0,Government (Diplomatic),38.908642,Revolutionary Action Party,-77.015381,Embassy/Consulate,Rhodesian Information Office,Explosives,Explosive
1970,8,20,217,United States,North America,Reisterstown,1,Facility/Infrastructure Attack,0,0,Government (General),39.464791,Left-Wing Militants,-76.829198,Government Building/Facility/Office,"Reisterstown Selective Service Office, Board No. 34",Incendiary,Homemade gasoline firebomb
1970,8,20,217,United States,North America,Berkeley,1,Armed Assault,1,0,Police,37.874043,Black Nationalists,-122.280022,Police Security Forces/Officers,Berkeley police officer,Firearms,Revolver
1970,8,21,218,Uruguay,South America,Montevideo,1,Hostage Taking (Barricade Incident),0,2500,Telecommunication,-34.891151,Tupamaros (Uruguay),-56.187214,Radio,Radio Rural,Firearms,Pistols
1970,8,21,217,United States,North America,Eugene,1,Facility/Infrastructure Attack,0,2750,Educational Institution,44.04483,Student Radicals,-123.072606,School/University/Educational Building,"Emerald Hall, University of Oregon",Incendiary,Timed firebomb
1970,8,22,217,United States,North America,St. Paul,0,Bombing/Explosion,0,0,Police,44.943829,Black Panthers,-93.093326,Police Security Forces/Officers,St. Paul Police Officers responding to a bombing,Explosives,One time bomb consisting of two sticks of dynamite and another time bomb consisting of twenty sticks of dynamite
1970,8,22,217,United States,North America,Baltimore,1,Facility/Infrastructure Attack,0,0,Military,39.308342,Left-Wing Militants,-76.616104,Military Transportation/Vehicle (excluding convoys),National Guard truck stationed at army in Baltimore Maryland,Incendiary,Crude firebomb
1970,8,24,217,United States,North America,Madison,1,Bombing/Explosion,1,1500000,Military,43.07295,New Year's Gang,-89.38669399999998,Military Barracks/Base/Headquarters/Checkpost,Army Mathematical Research Center,Explosives,Explosive
1970,8,25,130,Mexico,North America,Mexico city,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),19.371887,Unknown,-99.086624,"Diplomatic Personnel (outside of embassy, consulate)","Jalques Groothaert, ambassador to Mexico",Unknown,
1970,8,25,217,United States,North America,Burlington,1,Facility/Infrastructure Attack,0,0,Police,42.505832,Left-Wing Militants,-71.19376,"Police Building (headquarters, station, school)",Burlington Police Headquarters,Incendiary,Molotov cocktail thrown through a window
1970,8,27,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Business,52.50153,Unknown,13.401851,Bank/Commerce,Bank fur German ??,Explosives,
1970,8,27,217,United States,North America,Cambridge,0,Facility/Infrastructure Attack,0,0,Educational Institution,42.377003,Student Radicals,-71.11666,School/University/Educational Building,Building of the John F. Kennedy School of Government at Harvard University,Incendiary,Four plastic bags contained gasoline attached to a battery and a timing device
1970,8,28,217,United States,North America,Rocky Mount,1,Bombing/Explosion,0,0,Educational Institution,35.948199,White extremists,-77.79520699999998,School/University/Educational Building,G. W. Bullick School,Explosives,The explosives were suspected of being dynamite.  They went off moments apart.
1970,8,28,217,United States,North America,Walnut Creek,1,Facility/Infrastructure Attack,0,0,Military,37.90118,Left-Wing Militants,-122.061628,Military Barracks/Base/Headquarters/Checkpost,"National Guard Armory, Walnut Creek California",Incendiary,Firebomb
1970,8,29,217,United States,North America,Washington,1,Bombing/Explosion,0,1500,Government (Diplomatic),38.908642,Revolutionary Action Party,-77.015381,Embassy/Consulate,Portuguese Embassy,Explosives,Explosive
1970,8,29,217,United States,North America,Berkeley,1,Facility/Infrastructure Attack,0,5000,Business,37.874043,Unknown,-122.280022,Bank/Commerce,Bank of America Branch,Incendiary,Incendiary
1970,8,29,217,United States,North America,Walnut Creek,1,Facility/Infrastructure Attack,0,0,Government (General),37.90118,Left-Wing Militants,-122.061628,Judge/Attorney/Court,"Municipal court building, Walnut Creek California",Incendiary,Firebomb
1970,8,29,217,United States,North America,Santa Fe Springs,0,Bombing/Explosion,0,0,Government (General),33.946154,Left-Wing Militants,-118.082952,Government Building/Facility/Office,"California Highway Patrol office, Oakland California",Explosives,Seven sticks of dynamite and a blasting cap
1970,8,30,217,United States,North America,Washington,1,Bombing/Explosion,0,0,Government (Diplomatic),38.908642,Revolutionary Action Party,-77.015381,Embassy/Consulate,Portugese Embassy,Explosives,Explosive
1970,8,30,217,United States,North America,Athens,0,Facility/Infrastructure Attack,0,0,Educational Institution,33.948005,Student Radicals,-83.37732199999998,School/University/Educational Building,"R.O.T.C. building, University of Georgia",Incendiary,Molotov cocktail consisting of a soft drink bottle filled with a flammable liquid
1970,8,31,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,0,Military,39.930771,Turkish People's Liberation Army,32.76754,Military Unit/Patrol/Convoy,"TUSLOG Detachment 30, USAF",Explosives,Explosive
1970,9,0,102,Jordan,Middle East & North Africa,Amman,1,Hostage Taking (Kidnapping),0,0,Military,31.950001,Palestinians,35.933331,"Military Personnel (soldiers, troops, officers, forces)","Sgt Graham, employee, defense attache office, amman",Unknown,
1970,9,0,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,2,160000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Entertainment/Cultural/Stadium/Casino,Carrasco Bowling Club,Incendiary,Incendiary
1970,9,1,217,United States,North America,Philadelphia,1,Armed Assault,0,0,Business,40.008171,"Weather Underground, Weathermen",-75.13549,Bank/Commerce,Bell Federal Savings and Loan,Firearms,Pistols
1970,9,2,78,Greece,Western Europe,Athens,1,Bombing/Explosion,2,25000,Government (Diplomatic),37.99749,Unknown,23.762728,Embassy/Consulate,U.S. Chancery,Explosives,Explosive
1970,9,2,217,United States,North America,San Francisco,1,Bombing/Explosion,0,0,Police,37.755363,Black Nationalists,-122.443352,Police Patrol (including vehicles and convoys),Unoccupied San Francisco police car,Explosives,Bomb thrown into police car from a passing vehicle
1970,9,2,217,United States,North America,Milpitas,1,Bombing/Explosion,0,0,Business,37.432805,Left-Wing Militants,-121.897259,Multinational Corporation,Ford Motor Company plant in Milpitas California,Explosives,
1970,9,3,217,United States,North America,Fremont,0,Bombing/Explosion,0,0,Business,37.548148,Left-Wing Militants,-121.988566,Multinational Corporation,General Motors Company plant in Fremont California,Explosives,
1970,9,3,217,United States,North America,Memphis,1,Bombing/Explosion,0,0,Private Citizens & Property,35.14968,Unknown,-90.048929,Memorial/Cemetery/Monument,E. H. Crump statue in Memphis Tennessee,Explosives,Three large homemade gasoline-chemical bombs
1970,9,4,217,United States,North America,St. Paul,1,Bombing/Explosion,0,0,Business,44.943829,Unknown,-93.093326,Gas/Oil/Electric,Union Oil Co. Tank Storage Field,Explosives,Explosive
1970,9,4,218,Uruguay,South America,Montevideo,1,Assassination,0,15000,Government (General),-34.891151,Tupamaros (Uruguay),-56.187214,"Government Personnel (excluding police, military)",Home of Brother of Chancellor of Uruguay,Explosives,Explosives
1970,9,4,603,United Kingdom,Western Europe,Belfast,0,Bombing/Explosion,1,0,Terrorists/Non-State Militia,54.607712,Irish Republican Army (IRA),-5.95621,Terrorist,"Michael Kane, 35, Catholic, IRA member",Explosives,Bomb
1970,9,4,217,United States,North America,Milwaukee,0,Bombing/Explosion,0,0,Business,43.064388,Left-Wing Militants,-87.966202,Medical/Pharmaceutical,"Lakeside Laboratories, Milwaukee Wisconsin",Explosives,Pipe bomb connected to a timing device
1970,9,4,217,United States,North America,Santa Ana,0,Bombing/Explosion,0,0,Government (General),33.745573,Left-Wing Militants,-117.867834,Judge/Attorney/Court,"Orange County Courthouse, Santa Ana California",Explosives,Bomb consisting of a half stick of dynamite thrown at the building
1970,9,5,217,United States,North America,DeWitt,1,Bombing/Explosion,0,0,Police,41.82277,Black Nationalists,-90.538969,"Police Building (headquarters, station, school)",DeWitt Police Station,Explosives,Hand Grenade Simulator
1970,9,5,217,United States,North America,Los Angeles,0,Bombing/Explosion,0,10000,Government (General),34.097866,Left-Wing Militants,-118.407379,Judge/Attorney/Court,"Hall of Justice, Los Angeles",Explosives,Bomb consisting of a timing device and what was believed to be dynamite
1970,9,6,362,West Germany (FRG),Western Europe,Frankfurt,1,Hijacking,0,0,Airports & Aircraft,50.11797,Popular Front for the Liberation of Palestine (PFLP),8.644191000000001,Aircraft (not at an airport),Flight 741 Boeing 707,Explosives,Grenades; Firearms
1970,9,6,199,Switzerland,Western Europe,Zurich,1,Hijacking,0,0,Airports & Aircraft,47.36865,Popular Front for the Liberation of Palestine (PFLP),8.539182,Aircraft (not at an airport),Flight 100 DC-8,Unknown,
1970,9,6,142,Netherlands,Western Europe,Amsterdam,1,Hijacking,0,0,Airports & Aircraft,52.370216,Popular Front for the Liberation of Palestine (PFLP),4.895168,Aircraft (not at an airport),Flight 93 747,Firearms,Pistols; Grenade
1970,9,6,142,Netherlands,Western Europe,Amsterdam,0,Hijacking,1,0,Airports & Aircraft,52.370216,Popular Front for the Liberation of Palestine (PFLP),4.895168,Aircraft (not at an airport),Flight 219,Firearms,Pistols; Grenades
1970,9,6,217,United States,North America,Fitchburg,0,Bombing/Explosion,0,0,Police,42.58176,Unknown,-71.792259,"Police Building (headquarters, station, school)",Garage of the Fitchburg Police Station,Explosives,
1970,9,9,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Private Citizens & Property,52.50153,Extraparliamentary Opposition (APO),13.401851,Vehicles/Transportation,U.S. Vehicles,Explosives,
1970,9,9,11,Argentina,South America,Cordoba,1,Bombing/Explosion,0,15000,Government (Diplomatic),-31.399301,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),-64.182129,Embassy/Consulate,USIS Office,Explosives,Automatic firearms; Explosives
1970,9,9,217,United States,North America,Madison,0,Facility/Infrastructure Attack,0,0,Journalists & Media,43.07295,Right-wing extremists,-89.38669399999998,Newspaper Journalist/Staff/Facility,"Offices of the Kaleidoscope, Madison Wisconsin",Incendiary,Firebomb
1970,9,10,217,United States,North America,Gainesville,1,Facility/Infrastructure Attack,0,2000,Educational Institution,29.647665,Student Radicals,-82.348458,School/University/Educational Building,"R.O.T.C. building, University of Florida",Incendiary,Firebomb consisting of a glass gallon jug
1970,9,11,102,Jordan,Middle East & North Africa,Amman,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),31.950001,Palestine Liberation Organization (PLO),35.933331,"Diplomatic Personnel (outside of embassy, consulate)","Jon Stewart, USIS officer (cultural affairs officer)",Unknown,
1970,9,11,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,15000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Multinational Corporation,Coca Cola Bottling Plant,Explosives,Explosives
1970,9,12,11,Argentina,South America,Buenos Aires,1,Hostage Taking (Kidnapping),0,0,Journalists & Media,-34.61768,Unknown,-58.444435,Newspaper Journalist/Staff/Facility,"son, assistant director of El Clarin BA newspaper",Unknown,
1970,9,12,603,United Kingdom,Western Europe,London,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),51.504387,Jewish Defense League (JDL),-0.140041,"Diplomatic Personnel (outside of embassy, consulate)","employees, Egyptian emb london",Unknown,
